InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
544074,85099B,JUMBO BAG RED RETROSPOT,2,15-02-2011 14:49,1.95,14156
544105,85099B,JUMBO BAG RED RETROSPOT,10,16-02-2011 10:38,1.95,17567
544161,85099B,JUMBO BAG RED RETROSPOT,10,16-02-2011 12:59,1.95,16875
544182,85099B,JUMBO BAG RED RETROSPOT,10,16-02-2011 15:13,1.95,18257
544194,85099B,JUMBO BAG RED RETROSPOT,10,17-02-2011 08:40,1.95,16839
544196,85099B,JUMBO BAG RED RETROSPOT,30,17-02-2011 09:47,1.95,13327
544199,85099B,JUMBO BAG RED RETROSPOT,72,17-02-2011 10:04,1.65,13777
544201,85099B,JUMBO BAG RED RETROSPOT,1,17-02-2011 10:11,4.13,
544202,85099B,JUMBO BAG RED RETROSPOT,4,17-02-2011 10:29,4.13,
544204,85099B,JUMBO BAG RED RETROSPOT,1,17-02-2011 10:30,4.13,
544205,85099B,JUMBO BAG RED RETROSPOT,1,17-02-2011 10:31,4.13,
544206,85099B,JUMBO BAG RED RETROSPOT,3,17-02-2011 10:33,4.13,
544207,85099B,JUMBO BAG RED RETROSPOT,3,17-02-2011 10:34,4.13,
544293,85099B,JUMBO BAG RED RETROSPOT,1,17-02-2011 12:42,1.95,17954
544323,85099B,JUMBO BAG RED RETROSPOT,5,17-02-2011 15:51,4.13,
544351,85099B,JUMBO BAG RED RETROSPOT,200,18-02-2011 10:11,1.65,16182
544368,85099B,JUMBO BAG RED RETROSPOT,2,18-02-2011 11:27,1.95,14057
544391,85099B,JUMBO BAG RED RETROSPOT,10,18-02-2011 11:53,1.95,15755
544392,85099B,JUMBO BAG RED RETROSPOT,100,18-02-2011 11:54,1.65,14680
544393,85099B,JUMBO BAG RED RETROSPOT,2,18-02-2011 11:56,1.95,16393
544457,85099B,JUMBO BAG RED RETROSPOT,30,20-02-2011 13:46,1.95,14667
C544458,85099B,JUMBO BAG RED RETROSPOT,-1,20-02-2011 13:48,1.95,14667
544480,85099B,JUMBO BAG RED RETROSPOT,100,21-02-2011 10:32,1.65,14646
544598,85099B,JUMBO BAG RED RETROSPOT,1,21-02-2011 18:10,4.13,
544599,85099B,JUMBO BAG RED RETROSPOT,1,21-02-2011 18:15,4.13,
544606,85099B,JUMBO BAG RED RETROSPOT,100,22-02-2011 09:15,1.65,14520
544646,85099B,JUMBO BAG RED RETROSPOT,2,22-02-2011 12:06,1.95,17075
544667,85099B,JUMBO BAG RED RETROSPOT,100,22-02-2011 15:09,1.65,17511
544672,85099B,JUMBO BAG RED RETROSPOT,100,22-02-2011 15:45,1.65,14646
544673,85099B,JUMBO BAG RED RETROSPOT,20,22-02-2011 15:46,1.95,13421
544681,85099B,JUMBO BAG RED RETROSPOT,2,22-02-2011 16:28,4.13,
544766,85099B,JUMBO BAG RED RETROSPOT,1,23-02-2011 11:09,4.13,
544768,85099B,JUMBO BAG RED RETROSPOT,7,23-02-2011 11:10,4.13,
544771,85099B,JUMBO BAG RED RETROSPOT,12,23-02-2011 11:12,4.13,
544772,85099B,JUMBO BAG RED RETROSPOT,4,23-02-2011 11:12,4.13,
544788,85099B,JUMBO BAG RED RETROSPOT,10,23-02-2011 12:18,1.95,13089
544790,85099B,JUMBO BAG RED RETROSPOT,4,23-02-2011 12:27,1.95,16940
544799,85099B,JUMBO BAG RED RETROSPOT,10,23-02-2011 13:45,1.95,17063
544824,85099B,JUMBO BAG RED RETROSPOT,10,24-02-2011 09:32,1.95,17139
544839,85099B,JUMBO BAG RED RETROSPOT,10,24-02-2011 10:50,1.95,14841
544847,85099B,JUMBO BAG RED RETROSPOT,10,24-02-2011 11:15,1.95,16086
544888,85099B,JUMBO BAG RED RETROSPOT,10,24-02-2011 11:55,1.95,14231
544917,85099B,JUMBO BAG RED RETROSPOT,100,24-02-2011 15:56,1.65,13751
544925,85099B,JUMBO BAG RED RETROSPOT,20,24-02-2011 17:28,1.95,16997
544928,85099B,JUMBO BAG RED RETROSPOT,1,24-02-2011 18:07,4.13,
544933,85099B,JUMBO BAG RED RETROSPOT,10,25-02-2011 08:44,1.95,12633
544943,85099B,JUMBO BAG RED RETROSPOT,20,25-02-2011 10:39,1.95,15845
545023,85099B,JUMBO BAG RED RETROSPOT,10,25-02-2011 14:25,1.95,12921
545025,85099B,JUMBO BAG RED RETROSPOT,9,25-02-2011 14:40,4.13,
545030,85099B,JUMBO BAG RED RETROSPOT,100,25-02-2011 15:32,1.65,13798
545035,85099B,JUMBO BAG RED RETROSPOT,20,25-02-2011 17:03,1.95,15078
545053,85099B,JUMBO BAG RED RETROSPOT,6,27-02-2011 12:41,1.95,17516
545075,85099B,JUMBO BAG RED RETROSPOT,20,28-02-2011 09:33,1.95,14211
545085,85099B,JUMBO BAG RED RETROSPOT,20,28-02-2011 11:19,1.95,15039
545150,85099B,JUMBO BAG RED RETROSPOT,10,28-02-2011 12:27,1.95,14227
545164,85099B,JUMBO BAG RED RETROSPOT,10,28-02-2011 13:40,1.95,16458
545191,85099B,JUMBO BAG RED RETROSPOT,10,28-02-2011 15:39,1.95,12811
545215,85099B,JUMBO BAG RED RETROSPOT,4,28-02-2011 16:47,4.13,
545218,85099B,JUMBO BAG RED RETROSPOT,10,28-02-2011 17:01,1.95,17462
545226,85099B,JUMBO BAG RED RETROSPOT,10,01-03-2011 09:33,1.95,12428
545287,85099B,JUMBO BAG RED RETROSPOT,60,01-03-2011 11:42,1.95,15971
545288,85099B,JUMBO BAG RED RETROSPOT,100,01-03-2011 11:48,1.65,15311
545315,85099B,JUMBO BAG RED RETROSPOT,3,01-03-2011 14:14,4.13,
545317,85099B,JUMBO BAG RED RETROSPOT,3,01-03-2011 14:14,4.13,
545319,85099B,JUMBO BAG RED RETROSPOT,10,01-03-2011 14:42,1.95,16839
545322,85099B,JUMBO BAG RED RETROSPOT,100,01-03-2011 14:56,1.65,13599
545333,85099B,JUMBO BAG RED RETROSPOT,2,01-03-2011 16:22,4.13,
545349,85099B,JUMBO BAG RED RETROSPOT,2,02-03-2011 11:07,1.95,18118
545410,85099B,JUMBO BAG RED RETROSPOT,10,02-03-2011 12:18,1.95,16670
545460,85099B,JUMBO BAG RED RETROSPOT,1,02-03-2011 17:33,1.95,13230
545460,85099B,JUMBO BAG RED RETROSPOT,3,02-03-2011 17:33,1.95,13230
545461,85099B,JUMBO BAG RED RETROSPOT,10,03-03-2011 08:24,1.95,14388
545530,85099B,JUMBO BAG RED RETROSPOT,10,03-03-2011 13:45,1.95,17416
545534,85099B,JUMBO BAG RED RETROSPOT,10,03-03-2011 14:05,1.95,17652
545580,85099B,JUMBO BAG RED RETROSPOT,10,04-03-2011 08:43,1.95,13931
545583,85099B,JUMBO BAG RED RETROSPOT,30,04-03-2011 09:08,1.95,12553
545589,85099B,JUMBO BAG RED RETROSPOT,20,04-03-2011 10:21,1.95,17001
545591,85099B,JUMBO BAG RED RETROSPOT,20,04-03-2011 10:28,1.95,17581
545602,85099B,JUMBO BAG RED RETROSPOT,1,04-03-2011 11:49,1.95,17315
545653,85099B,JUMBO BAG RED RETROSPOT,100,04-03-2011 13:39,1.65,15311
545687,85099B,JUMBO BAG RED RETROSPOT,5,06-03-2011 12:20,1.95,17769
545701,85099B,JUMBO BAG RED RETROSPOT,20,06-03-2011 15:17,1.95,17107
545715,85099B,JUMBO BAG RED RETROSPOT,1,07-03-2011 10:13,4.13,
545716,85099B,JUMBO BAG RED RETROSPOT,3,07-03-2011 10:15,4.13,
545717,85099B,JUMBO BAG RED RETROSPOT,2,07-03-2011 10:15,4.13,
545721,85099B,JUMBO BAG RED RETROSPOT,10,07-03-2011 10:52,1.95,15039
545797,85099B,JUMBO BAG RED RETROSPOT,3,07-03-2011 12:17,1.95,16225
545821,85099B,JUMBO BAG RED RETROSPOT,10,07-03-2011 12:50,1.95,13001
545842,85099B,JUMBO BAG RED RETROSPOT,10,07-03-2011 13:37,1.95,15498
545865,85099B,JUMBO BAG RED RETROSPOT,400,07-03-2011 14:17,1.65,15769
545872,85099B,JUMBO BAG RED RETROSPOT,2,07-03-2011 14:51,1.95,15752
545890,85099B,JUMBO BAG RED RETROSPOT,10,07-03-2011 16:39,1.95,16782
545895,85099B,JUMBO BAG RED RETROSPOT,1,07-03-2011 17:14,4.13,
545897,85099B,JUMBO BAG RED RETROSPOT,1,07-03-2011 17:22,4.13,
545905,85099B,JUMBO BAG RED RETROSPOT,10,08-03-2011 08:53,1.95,15234
545908,85099B,JUMBO BAG RED RETROSPOT,20,08-03-2011 09:26,1.95,14709
545913,85099B,JUMBO BAG RED RETROSPOT,10,08-03-2011 10:39,1.95,16779
545928,85099B,JUMBO BAG RED RETROSPOT,10,08-03-2011 11:59,1.95,14407
545937,85099B,JUMBO BAG RED RETROSPOT,20,08-03-2011 12:05,1.95,12758
545978,85099B,JUMBO BAG RED RETROSPOT,2,08-03-2011 12:19,1.95,13975
545979,85099B,JUMBO BAG RED RETROSPOT,2,08-03-2011 12:30,1.95,12748
545994,85099B,JUMBO BAG RED RETROSPOT,10,08-03-2011 13:50,1.95,12623
545995,85099B,JUMBO BAG RED RETROSPOT,3,08-03-2011 13:54,1.95,15023
545998,85099B,JUMBO BAG RED RETROSPOT,20,08-03-2011 14:35,1.95,13373
545999,85099B,JUMBO BAG RED RETROSPOT,10,08-03-2011 14:44,1.95,13089
546028,85099B,JUMBO BAG RED RETROSPOT,10,09-03-2011 08:33,1.95,17049
546084,85099B,JUMBO BAG RED RETROSPOT,10,09-03-2011 11:28,1.95,14112
546107,85099B,JUMBO BAG RED RETROSPOT,1,09-03-2011 12:33,1.95,17238
546136,85099B,JUMBO BAG RED RETROSPOT,5,09-03-2011 16:32,4.13,
546215,85099B,JUMBO BAG RED RETROSPOT,2,10-03-2011 11:52,1.95,14713
546220,85099B,JUMBO BAG RED RETROSPOT,4,10-03-2011 12:16,1.95,16745
546230,85099B,JUMBO BAG RED RETROSPOT,10,10-03-2011 12:26,1.95,13871
546237,85099B,JUMBO BAG RED RETROSPOT,10,10-03-2011 12:50,1.95,16625
546249,85099B,JUMBO BAG RED RETROSPOT,1,10-03-2011 13:58,1.95,14606
546252,85099B,JUMBO BAG RED RETROSPOT,10,10-03-2011 14:42,1.95,14930
546261,85099B,JUMBO BAG RED RETROSPOT,1,10-03-2011 15:01,1.95,17841
546306,85099B,JUMBO BAG RED RETROSPOT,3,10-03-2011 16:16,4.13,
546406,85099B,JUMBO BAG RED RETROSPOT,1,11-03-2011 16:21,4.13,
546411,85099B,JUMBO BAG RED RETROSPOT,100,11-03-2011 16:43,1.95,12939
546464,85099B,JUMBO BAG RED RETROSPOT,100,14-03-2011 10:57,1.65,13225
546466,85099B,JUMBO BAG RED RETROSPOT,1,14-03-2011 11:04,1.95,18118
546486,85099B,JUMBO BAG RED RETROSPOT,10,14-03-2011 11:41,1.95,15039
546508,85099B,JUMBO BAG RED RETROSPOT,30,14-03-2011 12:11,1.95,15971
546622,85099B,JUMBO BAG RED RETROSPOT,2,15-03-2011 11:30,1.95,17954
546639,85099B,JUMBO BAG RED RETROSPOT,10,15-03-2011 12:54,1.95,13971
546649,85099B,JUMBO BAG RED RETROSPOT,10,15-03-2011 14:17,4.13,
546650,85099B,JUMBO BAG RED RETROSPOT,4,15-03-2011 14:17,4.13,
546651,85099B,JUMBO BAG RED RETROSPOT,8,15-03-2011 14:17,4.13,
546652,85099B,JUMBO BAG RED RETROSPOT,1,15-03-2011 14:18,4.13,
546653,85099B,JUMBO BAG RED RETROSPOT,2,15-03-2011 14:18,4.13,
546655,85099B,JUMBO BAG RED RETROSPOT,1,15-03-2011 14:19,4.13,
546656,85099B,JUMBO BAG RED RETROSPOT,2,15-03-2011 14:19,4.13,
546670,85099B,JUMBO BAG RED RETROSPOT,4,15-03-2011 15:37,1.95,13451
546679,85099B,JUMBO BAG RED RETROSPOT,1,15-03-2011 16:47,1.95,13121
546685,85099B,JUMBO BAG RED RETROSPOT,10,16-03-2011 09:52,1.95,15687
546786,85099B,JUMBO BAG RED RETROSPOT,10,17-03-2011 09:57,1.95,16523
546789,85099B,JUMBO BAG RED RETROSPOT,1200,17-03-2011 10:17,1.65,15769
546884,85099B,JUMBO BAG RED RETROSPOT,1,17-03-2011 18:08,4.13,
546888,85099B,JUMBO BAG RED RETROSPOT,1,17-03-2011 18:15,4.13,
546892,85099B,JUMBO BAG RED RETROSPOT,1,17-03-2011 18:20,4.13,
546896,85099B,JUMBO BAG RED RETROSPOT,3,17-03-2011 18:24,4.13,
546899,85099B,JUMBO BAG RED RETROSPOT,30,17-03-2011 18:27,1.65,14298
546922,85099B,JUMBO BAG RED RETROSPOT,10,18-03-2011 09:59,1.95,14110
546933,85099B,JUMBO BAG RED RETROSPOT,2,18-03-2011 11:02,0,
546973,85099B,JUMBO BAG RED RETROSPOT,3,18-03-2011 12:07,4.13,
546974,85099B,JUMBO BAG RED RETROSPOT,2,18-03-2011 12:08,4.13,
546976,85099B,JUMBO BAG RED RETROSPOT,4,18-03-2011 12:08,4.13,
546977,85099B,JUMBO BAG RED RETROSPOT,3,18-03-2011 12:08,4.13,
546980,85099B,JUMBO BAG RED RETROSPOT,10,18-03-2011 12:18,1.95,13591
546998,85099B,JUMBO BAG RED RETROSPOT,1,18-03-2011 13:32,1.95,16023
547033,85099B,JUMBO BAG RED RETROSPOT,10,20-03-2011 10:28,1.95,15898
547042,85099B,JUMBO BAG RED RETROSPOT,1,20-03-2011 11:00,4.13,
547052,85099B,JUMBO BAG RED RETROSPOT,10,20-03-2011 12:07,1.95,18225
547065,85099B,JUMBO BAG RED RETROSPOT,10,20-03-2011 13:38,1.95,17068
547067,85099B,JUMBO BAG RED RETROSPOT,30,20-03-2011 13:43,1.95,12921
547068,85099B,JUMBO BAG RED RETROSPOT,10,20-03-2011 13:48,1.95,13985
547100,85099B,JUMBO BAG RED RETROSPOT,20,21-03-2011 10:31,1.95,15615
547101,85099B,JUMBO BAG RED RETROSPOT,100,21-03-2011 10:34,1.65,16029
547103,85099B,JUMBO BAG RED RETROSPOT,10,21-03-2011 10:54,1.95,15218
547106,85099B,JUMBO BAG RED RETROSPOT,10,21-03-2011 11:24,1.95,15039
547109,85099B,JUMBO BAG RED RETROSPOT,10,21-03-2011 11:46,1.95,12423
547194,85099B,JUMBO BAG RED RETROSPOT,1,21-03-2011 12:42,1.95,12637
547205,85099B,JUMBO BAG RED RETROSPOT,10,21-03-2011 14:00,1.95,16558
547248,85099B,JUMBO BAG RED RETROSPOT,2,22-03-2011 09:23,4.13,
547249,85099B,JUMBO BAG RED RETROSPOT,2,22-03-2011 09:27,4.13,
547359,85099B,JUMBO BAG RED RETROSPOT,14,22-03-2011 12:27,1.95,15719
547380,85099B,JUMBO BAG RED RETROSPOT,2,22-03-2011 15:20,1.95,16809
547383,85099B,JUMBO BAG RED RETROSPOT,10,22-03-2011 15:42,1.95,12613
547385,85099B,JUMBO BAG RED RETROSPOT,1,22-03-2011 15:48,4.13,
547386,85099B,JUMBO BAG RED RETROSPOT,4,22-03-2011 15:52,4.13,
547397,85099B,JUMBO BAG RED RETROSPOT,1,22-03-2011 16:55,4.13,
547398,85099B,JUMBO BAG RED RETROSPOT,2,22-03-2011 16:55,4.13,
547399,85099B,JUMBO BAG RED RETROSPOT,4,22-03-2011 16:55,4.13,
547400,85099B,JUMBO BAG RED RETROSPOT,3,22-03-2011 16:56,4.13,
547488,85099B,JUMBO BAG RED RETROSPOT,2,23-03-2011 11:30,1.95,13821
547510,85099B,JUMBO BAG RED RETROSPOT,10,23-03-2011 13:42,1.95,15245
547518,85099B,JUMBO BAG RED RETROSPOT,200,23-03-2011 14:39,1.65,13694
547537,85099B,JUMBO BAG RED RETROSPOT,10,23-03-2011 15:16,1.95,13534
547538,85099B,JUMBO BAG RED RETROSPOT,10,23-03-2011 15:17,1.95,13534
547541,85099B,JUMBO BAG RED RETROSPOT,100,23-03-2011 15:22,1.65,14607
547547,85099B,JUMBO BAG RED RETROSPOT,1,23-03-2011 15:30,4.13,
547551,85099B,JUMBO BAG RED RETROSPOT,2,23-03-2011 15:55,4.13,
547552,85099B,JUMBO BAG RED RETROSPOT,2,23-03-2011 15:55,4.13,
547562,85099B,JUMBO BAG RED RETROSPOT,200,24-03-2011 08:47,1.65,16525
547576,85099B,JUMBO BAG RED RETROSPOT,10,24-03-2011 10:37,1.95,16620
547649,85099B,JUMBO BAG RED RETROSPOT,2,24-03-2011 12:02,1.95,18118
547650,85099B,JUMBO BAG RED RETROSPOT,3,24-03-2011 12:08,1.95,17059
547666,85099B,JUMBO BAG RED RETROSPOT,40,24-03-2011 13:23,1.95,14235
547667,85099B,JUMBO BAG RED RETROSPOT,20,24-03-2011 13:25,1.95,16700
547674,85099B,JUMBO BAG RED RETROSPOT,10,24-03-2011 13:59,1.95,15835
547684,85099B,JUMBO BAG RED RETROSPOT,10,24-03-2011 14:46,1.95,12408
547687,85099B,JUMBO BAG RED RETROSPOT,20,24-03-2011 14:52,1.95,15078
547713,85099B,JUMBO BAG RED RETROSPOT,10,25-03-2011 08:41,1.95,16458
547726,85099B,JUMBO BAG RED RETROSPOT,100,25-03-2011 10:49,1.65,16029
547787,85099B,JUMBO BAG RED RETROSPOT,60,25-03-2011 11:57,1.95,13139
547799,85099B,JUMBO BAG RED RETROSPOT,10,25-03-2011 12:48,1.95,17139
547805,85099B,JUMBO BAG RED RETROSPOT,40,25-03-2011 13:35,1.95,13327
547830,85099B,JUMBO BAG RED RETROSPOT,1,25-03-2011 15:50,4.13,
547832,85099B,JUMBO BAG RED RETROSPOT,300,25-03-2011 16:25,1.65,17511
C547848,85099B,JUMBO BAG RED RETROSPOT,-1,27-03-2011 12:05,1.95,12921
547884,85099B,JUMBO BAG RED RETROSPOT,10,28-03-2011 09:07,1.95,13481
547903,85099B,JUMBO BAG RED RETROSPOT,20,28-03-2011 11:59,1.95,15039
547910,85099B,JUMBO BAG RED RETROSPOT,2,28-03-2011 12:23,1.95,14159
547911,85099B,JUMBO BAG RED RETROSPOT,10,28-03-2011 12:25,1.95,14127
547947,85099B,JUMBO BAG RED RETROSPOT,100,28-03-2011 15:03,1.65,15032
547964,85099B,JUMBO BAG RED RETROSPOT,1,28-03-2011 15:45,4.13,
547986,85099B,JUMBO BAG RED RETROSPOT,10,29-03-2011 08:46,1.95,18177
547987,85099B,JUMBO BAG RED RETROSPOT,10,29-03-2011 09:11,1.95,17428
547993,85099B,JUMBO BAG RED RETROSPOT,10,29-03-2011 09:59,1.95,
548006,85099B,JUMBO BAG RED RETROSPOT,20,29-03-2011 10:50,1.95,18226
548011,85099B,JUMBO BAG RED RETROSPOT,100,29-03-2011 11:14,1.65,14646
548144,85099B,JUMBO BAG RED RETROSPOT,100,29-03-2011 12:29,1.65,13798
548157,85099B,JUMBO BAG RED RETROSPOT,60,29-03-2011 13:27,1.65,14298
548163,85099B,JUMBO BAG RED RETROSPOT,8,29-03-2011 13:43,4.13,
548164,85099B,JUMBO BAG RED RETROSPOT,4,29-03-2011 13:44,4.13,
548166,85099B,JUMBO BAG RED RETROSPOT,3,29-03-2011 13:45,4.13,
548167,85099B,JUMBO BAG RED RETROSPOT,2,29-03-2011 13:45,4.13,
548178,85099B,JUMBO BAG RED RETROSPOT,10,29-03-2011 14:35,1.95,14367
548191,85099B,JUMBO BAG RED RETROSPOT,1,29-03-2011 15:20,4.13,
548194,85099B,JUMBO BAG RED RETROSPOT,4,29-03-2011 15:30,4.13,
548199,85099B,JUMBO BAG RED RETROSPOT,10,29-03-2011 16:12,1.95,16945
548203,85099B,JUMBO BAG RED RETROSPOT,211,29-03-2011 16:41,4.95,
548218,85099B,JUMBO BAG RED RETROSPOT,20,30-03-2011 09:36,1.95,13999
548257,85099B,JUMBO BAG RED RETROSPOT,200,30-03-2011 10:54,1.65,13802
548351,85099B,JUMBO BAG RED RETROSPOT,10,30-03-2011 14:51,1.95,13001
548367,85099B,JUMBO BAG RED RETROSPOT,100,30-03-2011 15:51,1.65,17677
548373,85099B,JUMBO BAG RED RETROSPOT,1,30-03-2011 16:34,4.13,
548490,85099B,JUMBO BAG RED RETROSPOT,10,31-03-2011 13:13,1.95,12909
548497,85099B,JUMBO BAG RED RETROSPOT,12,31-03-2011 13:43,2.08,13089
548499,85099B,JUMBO BAG RED RETROSPOT,4,31-03-2011 13:47,2.08,17075
548504,85099B,JUMBO BAG RED RETROSPOT,5,31-03-2011 14:33,4.13,
548505,85099B,JUMBO BAG RED RETROSPOT,1,31-03-2011 14:34,4.13,
548514,85099B,JUMBO BAG RED RETROSPOT,8,31-03-2011 16:03,4.13,
548565,85099B,JUMBO BAG RED RETROSPOT,10,01-04-2011 10:23,1.95,16180
548612,85099B,JUMBO BAG RED RETROSPOT,6,01-04-2011 11:34,2.08,13137
548708,85099B,JUMBO BAG RED RETROSPOT,10,03-04-2011 12:41,2.08,13269
548728,85099B,JUMBO BAG RED RETROSPOT,10,04-04-2011 09:55,2.08,13198
548730,85099B,JUMBO BAG RED RETROSPOT,50,04-04-2011 10:11,2.08,17669
548735,85099B,JUMBO BAG RED RETROSPOT,10,04-04-2011 10:52,2.08,15039
548740,85099B,JUMBO BAG RED RETROSPOT,10,04-04-2011 11:34,2.08,13319
548780,85099B,JUMBO BAG RED RETROSPOT,10,04-04-2011 12:37,1.95,13294
548796,85099B,JUMBO BAG RED RETROSPOT,8,04-04-2011 12:42,2.08,15752
548863,85099B,JUMBO BAG RED RETROSPOT,100,04-04-2011 13:57,1.79,15311
548893,85099B,JUMBO BAG RED RETROSPOT,10,04-04-2011 15:54,2.46,
548894,85099B,JUMBO BAG RED RETROSPOT,21,04-04-2011 16:01,2.46,
548899,85099B,JUMBO BAG RED RETROSPOT,100,04-04-2011 16:31,1.79,15838
548968,85099B,JUMBO BAG RED RETROSPOT,20,05-04-2011 10:58,2.08,12744
548970,85099B,JUMBO BAG RED RETROSPOT,200,05-04-2011 11:03,1.65,14646
548979,85099B,JUMBO BAG RED RETROSPOT,100,05-04-2011 12:12,1.79,13798
549023,85099B,JUMBO BAG RED RETROSPOT,13,05-04-2011 16:27,2.46,
549047,85099B,JUMBO BAG RED RETROSPOT,2,06-04-2011 10:07,2.08,17783
549115,85099B,JUMBO BAG RED RETROSPOT,100,06-04-2011 12:41,1.79,13098
549155,85099B,JUMBO BAG RED RETROSPOT,16,06-04-2011 17:08,2.46,
549196,85099B,JUMBO BAG RED RETROSPOT,10,07-04-2011 10:33,2.08,14911
549241,85099B,JUMBO BAG RED RETROSPOT,6,07-04-2011 11:40,2.08,15719
549257,85099B,JUMBO BAG RED RETROSPOT,3,07-04-2011 12:29,2.08,14465
549276,85099B,JUMBO BAG RED RETROSPOT,5,07-04-2011 13:11,2.08,16745
549295,85099B,JUMBO BAG RED RETROSPOT,19,07-04-2011 19:49,2.46,
549316,85099B,JUMBO BAG RED RETROSPOT,10,08-04-2011 09:54,1.95,12705
549424,85099B,JUMBO BAG RED RETROSPOT,10,08-04-2011 11:50,1.95,15367
549429,85099B,JUMBO BAG RED RETROSPOT,20,08-04-2011 12:06,2.08,17001
549439,85099B,JUMBO BAG RED RETROSPOT,10,08-04-2011 12:42,2.08,13562
549524,85099B,JUMBO BAG RED RETROSPOT,49,08-04-2011 15:42,2.46,
549525,85099B,JUMBO BAG RED RETROSPOT,19,08-04-2011 15:44,2.46,
549557,85099B,JUMBO BAG RED RETROSPOT,4,10-04-2011 12:59,2.08,14450
549559,85099B,JUMBO BAG RED RETROSPOT,10,10-04-2011 13:25,1.95,12447
549562,85099B,JUMBO BAG RED RETROSPOT,10,10-04-2011 13:48,2.08,13232
549568,85099B,JUMBO BAG RED RETROSPOT,10,10-04-2011 15:09,2.08,15665
549581,85099B,JUMBO BAG RED RETROSPOT,10,11-04-2011 09:44,2.08,16188
549683,85099B,JUMBO BAG RED RETROSPOT,10,11-04-2011 13:24,2.08,14273
549729,85099B,JUMBO BAG RED RETROSPOT,2,11-04-2011 16:17,2.08,13634
549745,85099B,JUMBO BAG RED RETROSPOT,10,12-04-2011 10:33,1.95,13577
549749,85099B,JUMBO BAG RED RETROSPOT,10,12-04-2011 10:45,2.08,12928
549831,85099B,JUMBO BAG RED RETROSPOT,100,12-04-2011 13:10,1.79,14844
549951,85099B,JUMBO BAG RED RETROSPOT,10,13-04-2011 12:57,2.08,13134
549982,85099B,JUMBO BAG RED RETROSPOT,10,13-04-2011 15:52,2.08,17091
549985,85099B,JUMBO BAG RED RETROSPOT,20,13-04-2011 15:58,2.08,15640
550006,85099B,JUMBO BAG RED RETROSPOT,3,14-04-2011 10:10,2.08,17841
550031,85099B,JUMBO BAG RED RETROSPOT,100,14-04-2011 11:32,1.79,13629
550035,85099B,JUMBO BAG RED RETROSPOT,10,14-04-2011 11:48,2.08,15039
550054,85099B,JUMBO BAG RED RETROSPOT,10,14-04-2011 12:00,2.08,14040
550130,85099B,JUMBO BAG RED RETROSPOT,2,14-04-2011 13:17,2.08,14390
550144,85099B,JUMBO BAG RED RETROSPOT,3,14-04-2011 14:14,2.08,16520
550169,85099B,JUMBO BAG RED RETROSPOT,20,14-04-2011 16:41,2.08,14482
550199,85099B,JUMBO BAG RED RETROSPOT,20,15-04-2011 10:20,2.08,16523
550203,85099B,JUMBO BAG RED RETROSPOT,1,15-04-2011 10:37,4.13,
550204,85099B,JUMBO BAG RED RETROSPOT,1,15-04-2011 10:37,4.13,
550206,85099B,JUMBO BAG RED RETROSPOT,2,15-04-2011 10:38,4.13,
550207,85099B,JUMBO BAG RED RETROSPOT,1,15-04-2011 10:38,4.13,
550208,85099B,JUMBO BAG RED RETROSPOT,3,15-04-2011 10:39,4.13,
550210,85099B,JUMBO BAG RED RETROSPOT,7,15-04-2011 10:40,4.13,
550211,85099B,JUMBO BAG RED RETROSPOT,1,15-04-2011 10:41,4.13,
550279,85099B,JUMBO BAG RED RETROSPOT,10,15-04-2011 13:16,2.08,14700
550280,85099B,JUMBO BAG RED RETROSPOT,10,15-04-2011 13:31,2.08,13048
550298,85099B,JUMBO BAG RED RETROSPOT,10,15-04-2011 16:11,2.08,17346
550308,85099B,JUMBO BAG RED RETROSPOT,200,17-04-2011 10:57,1.79,17029
550327,85099B,JUMBO BAG RED RETROSPOT,10,17-04-2011 13:07,2.08,12878
550338,85099B,JUMBO BAG RED RETROSPOT,10,17-04-2011 15:33,2.08,12413
550408,85099B,JUMBO BAG RED RETROSPOT,10,18-04-2011 11:59,2.08,16746
550458,85099B,JUMBO BAG RED RETROSPOT,18,18-04-2011 13:13,2.46,
550458,85099B,JUMBO BAG RED RETROSPOT,8,18-04-2011 13:13,4.13,
550470,85099B,JUMBO BAG RED RETROSPOT,3,18-04-2011 13:49,4.13,
550471,85099B,JUMBO BAG RED RETROSPOT,4,18-04-2011 13:52,4.13,
550473,85099B,JUMBO BAG RED RETROSPOT,4,18-04-2011 13:54,2.08,14623
550474,85099B,JUMBO BAG RED RETROSPOT,2,18-04-2011 13:58,4.13,
C550475,85099B,JUMBO BAG RED RETROSPOT,-4,18-04-2011 13:59,1.79,13798
550493,85099B,JUMBO BAG RED RETROSPOT,100,18-04-2011 14:50,1.79,15311
550496,85099B,JUMBO BAG RED RETROSPOT,4,18-04-2011 15:05,4.13,
550499,85099B,JUMBO BAG RED RETROSPOT,6,18-04-2011 15:16,4.13,
550503,85099B,JUMBO BAG RED RETROSPOT,10,18-04-2011 15:31,2.08,15508
550519,85099B,JUMBO BAG RED RETROSPOT,10,19-04-2011 09:31,2.08,13141
550535,85099B,JUMBO BAG RED RETROSPOT,10,19-04-2011 11:19,2.08,14211
550541,85099B,JUMBO BAG RED RETROSPOT,4,19-04-2011 11:33,4.13,
550560,85099B,JUMBO BAG RED RETROSPOT,10,19-04-2011 11:46,2.08,14242
